PartitionKey,RowKey,Timestamp,CustomerKey,CustomerKey@type,Icon,Icon@type,Name,Name@type,CreatedBy,CreatedBy@type,Description,Description@type,Budget,Budget@type,HourlyRate,HourlyRate@type,WebLink,WebLink@type,Labels,Labels@type
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA ASSIST,2020-07-03T11:26:55.558Z,4SUBSEA,Edm.String,Telemarketer,Edm.String,Assist inkludert arbeid,Edm.String,19ba4751-2172-4be0-bf24-54c8ee2ee1c4,Edm.Guid,Tid medgått til å løse saker i Assist av typen help eller fault.,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA ASSISTCH,2020-07-01T07:53:30.459Z,4SUBSEA,Edm.String,Telemarketer,Edm.String,Assist fakturerbare endringer,Edm.String,7cdcb7be-32fa-4231-8271-549422721c9b,Edm.String,Fakturerbare endringer bestilt over Assist. Klassifisert som Change,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA BI,2019-12-11T19:06:27.241Z,4SUBSEA,Edm.String,Page,Edm.String,Reporting,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA BP,2019-12-11T19:06:27.241Z,4SUBSEA,Edm.String,Page,Edm.String,Prototype for British Petroleum,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA CAMPAIGNS,2019-12-11T19:06:27.241Z,4SUBSEA,Edm.String,Page,Edm.String,Campaigns Portal,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA CRM,2020-06-05T11:53:49.714Z,4SUBSEA,Edm.String,Page,Edm.String,Videreutvikling CRM,Edm.String,0d2a7e56-1519-4225-b7e3-ee857fd014d2,Edm.String,,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA CURLEW,2019-12-11T19:06:27.242Z,4SUBSEA,Edm.String,Page,Edm.String,Curlew,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA FLEXIBLES,2019-12-11T19:06:27.242Z,4SUBSEA,Edm.String,Page,Edm.String,0015-1100 Shell Draugen,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA FLEXINS,2019-12-11T19:06:27.242Z,4SUBSEA,Edm.String,Page,Edm.String,Statoil FlexIns,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA FLEXSHARE,2019-12-11T19:06:27.242Z,4SUBSEA,Edm.String,Page,Edm.String,0746 - Norsk Olje og Gass Flexible Pipe Database ,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA FLEXTRACK2,2019-12-11T19:06:27.242Z,4SUBSEA,Edm.String,Page,Edm.String,FlexTrack 2 - 4Sub Project 002300-03 ,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA FRT,2019-12-11T19:06:27.242Z,4SUBSEA,Edm.String,Page,Edm.String,992100 Flexible Riser Technology,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA GENDES,2019-12-11T19:06:27.243Z,4SUBSEA,Edm.String,Page,Edm.String,General Design Assistance,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA HN,2019-12-11T19:06:27.243Z,4SUBSEA,Edm.String,Page,Edm.String,Heidrun og Norne,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA IMP,2019-12-11T19:06:27.243Z,4SUBSEA,Edm.String,Page,Edm.String,FlexTrack,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA KM,2019-12-11T19:06:27.243Z,4SUBSEA,Edm.String,Page,Edm.String,Knowledge Management,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA MET,2019-12-11T19:06:27.243Z,4SUBSEA,Edm.String,Page,Edm.String,MetOcean portal,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA MIG,2019-12-11T19:06:27.243Z,4SUBSEA,Edm.String,Page,Edm.String,SharePoint migration to Azure 2013 and 0365,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA OPS,2019-12-11T19:06:27.243Z,4SUBSEA,Edm.String,Page,Edm.String,Operations,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA POWERAPP,2020-03-22T17:27:25.961Z,4SUBSEA,Edm.String,Page,Edm.String,Powerapp for BP,Edm.String,2da05f36-663d-45bd-bf97-407b305b74bf,Edm.String,,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA REX,2019-12-11T19:06:27.243Z,4SUBSEA,Edm.String,Page,Edm.String,0043-01 Statoil Tordis Rex Monitoring,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA REX2,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,Rex 2 992200 DEV 1200,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA SHARE,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,Share Intranet,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA SHELL,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,Shell Draugen portal,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA SUB992300,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,992300-03,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA SUBADM,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,991000 - 4Subsea Administration,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA TEST,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,Test project,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA VESSELS,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,Vessels,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA WELLSPOT,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,WellSpot,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA WELLTRACK,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,WellTrack App,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA WID,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,992200 Well Intervention & Drilling,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA WORK,2019-12-11T19:06:27.244Z,4SUBSEA,Edm.String,Page,Edm.String,Work,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA WR,2019-12-11T19:06:27.245Z,4SUBSEA,Edm.String,Page,Edm.String,WellRoom,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,4SUBSEA XXX,2019-12-11T19:06:27.245Z,4SUBSEA,Edm.String,Page,Edm.String,Test2,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,99X ADM,2019-12-11T19:06:27.245Z,99X,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,99X FVIP,2019-12-11T19:06:27.245Z,99X,Edm.String,Page,Edm.String,Fugro VIP,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,99X JBVW,2019-12-11T19:06:27.245Z,99X,Edm.String,Page,Edm.String,Jernbaneverket Kundesenter Webskjema,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,99XT 99XINT,2019-12-11T19:06:27.245Z,99XT,Edm.String,Page,Edm.String,Internal events,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,99XT 99XTLEAVES,2019-12-11T19:06:27.245Z,99XT,Edm.String,Page,Edm.String,Vacation,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,99XT ADM,2019-12-11T19:06:27.246Z,99XT,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AFK ADM,2019-12-11T19:06:27.246Z,AFK,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AFK O365,2019-12-11T19:06:27.246Z,AFK,Edm.String,Page,Edm.String,Assistance in rolling out Office 365,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AGDER INNSIKT,2020-04-01T07:28:07.237Z,AGDER,Edm.String,ProductionFloorManagement,Edm.String,Virksomhetsinnsikt,Edm.String,1847f009-b425-4e62-8286-f20e52fb7ef5,Edm.String,,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AGDER PP365,2020-04-01T07:22:03.766Z,AGDER,Edm.String,WorkforceManagement,Edm.String,Prosjektportalen 365 bistand,Edm.String,1847f009-b425-4e62-8286-f20e52fb7ef5,Edm.String,,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AGDER WORK,2020-04-01T07:22:38.489Z,AGDER,Edm.String,Page,Edm.String,Bistand,Edm.String,1847f009-b425-4e62-8286-f20e52fb7ef5,Edm.String,,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AIBEL ASSIST,2020-07-03T07:43:27.251Z,AIBEL,Edm.String,Telemarketer,Edm.String,Assist inkludert arbeid,Edm.String,19ba4751-2172-4be0-bf24-54c8ee2ee1c4,Edm.String,Tid medgått til å løse saker i Assist av typen help eller fault.,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AIBEL ASSISTCH,2020-07-03T07:43:32.991Z,AIBEL,Edm.String,Telemarketer,Edm.String,Assist fakturerbare endringer,Edm.String,7cdcb7be-32fa-4231-8271-549422721c9b,Edm.String,Fakturerbare endringer bestilt over Assist. Klassifisert som Change,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AIBEL CRM,2019-12-11T19:06:27.246Z,AIBEL,Edm.String,Page,Edm.String,CRM,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AIBEL TRAVEL,2019-12-11T19:06:27.246Z,AIBEL,Edm.String,Page,Edm.String,Reisetid / travel time for Aibel,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AIBEL W3,2019-12-11T19:06:27.246Z,AIBEL,Edm.String,Page,Edm.String,W3 Upgrade Project,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AIBEL WORK,2019-12-11T19:06:27.247Z,AIBEL,Edm.String,Page,Edm.String,Office 365 Adoption,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK ADM,2019-12-11T19:06:27.247Z,AK,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK ASSIST,2020-07-03T07:44:49.251Z,AK,Edm.String,Telemarketer,Edm.String,Assist inkludert arbeid,Edm.String,19ba4751-2172-4be0-bf24-54c8ee2ee1c4,Edm.Guid,Tid medgått til å løse saker i Assist av typen help eller fault.,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK ASSISTCH,2020-07-01T07:54:18.678Z,AK,Edm.String,Telemarketer,Edm.String,Assist fakturerbare endringer,Edm.String,7cdcb7be-32fa-4231-8271-549422721c9b,Edm.String,Fakturerbare endringer bestilt over Assist. Klassifisert som Change,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK HELSE,2019-12-11T19:06:27.247Z,AK,Edm.String,Page,Edm.String,Helsesjekk,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK KOMINN,2019-12-11T19:06:27.247Z,AK,Edm.String,Page,Edm.String,KomInn,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK KVAL,2019-12-11T19:06:27.247Z,AK,Edm.String,Page,Edm.String,Kvalitetssystem,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK PP,2019-12-11T19:06:27.247Z,AK,Edm.String,Page,Edm.String,Prosjektportal,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK PPBA,2019-12-11T19:06:27.247Z,AK,Edm.String,Page,Edm.String,Prosjektportalen ByggAnlegg,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK SUP,2019-12-11T19:06:27.248Z,AK,Edm.String,Page,Edm.String,Asker Løpende Bistand,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK UPGRADE,2019-12-11T19:06:27.248Z,AK,Edm.String,Page,Edm.String,Oppgradering SharePoint og Prosjektportalen,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AK WORK,2019-12-11T19:06:27.248Z,AK,Edm.String,Page,Edm.String,Assist Change Work,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,ALTA WORK,2020-05-29T12:46:59.697Z,ALTA,Edm.String,BacklogBoard,Edm.String,Work,Edm.String,19ba4751-2172-4be0-bf24-54c8ee2ee1c4,Edm.String,,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AMENDE ADM,2019-12-11T19:06:27.248Z,AMENDE,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AMENDE ULOBA,2019-12-11T19:06:27.248Z,AMENDE,Edm.String,Page,Edm.String,ULOBA,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,ANIMALIA ADM,2020-04-21T12:17:42.744Z,ANIMALIA,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,ANIMALIA ANALYSIS,2020-04-21T12:17:46.089Z,ANIMALIA,Edm.String,Page,Edm.String,Analysis,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,ANIMALIA ANISUP,2020-04-21T12:17:49.569Z,ANIMALIA,Edm.String,Page,Edm.String,Animalia Support,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,ARBS WORK,2019-12-11T19:06:27.249Z,ARBS,Edm.String,Page,Edm.String,WORK,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,ARKIV WORK,2019-12-11T19:06:27.249Z,ARKIV,Edm.String,Page,Edm.String,WORK,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AS 2426,2019-12-11T19:06:27.249Z,AS,Edm.String,Page,Edm.String,2426 - frontend,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AS ADM,2019-12-11T19:06:27.249Z,AS,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AS ENET,2019-12-11T19:06:27.249Z,AS,Edm.String,Page,Edm.String,eNet 2013,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AS KA,2019-12-11T19:06:27.249Z,AS,Edm.String,Page,Edm.String,Knowledge Arena,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AS KAE,2019-12-11T19:06:27.250Z,AS,Edm.String,Page,Edm.String,KA Extended,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AS KWORK,2019-12-11T19:06:27.250Z,AS,Edm.String,Page,Edm.String,KWORK,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,ASKIM PP,2019-12-11T19:06:27.250Z,ASKIM,Edm.String,Page,Edm.String,PP,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,ASKIM WORK,2019-12-11T19:06:27.250Z,ASKIM,Edm.String,Page,Edm.String,Office 365 bistand,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,ASSIST ADM,2019-12-11T19:06:27.250Z,ASSIST,Edm.String,Telemarketer,Edm.String,Service Management,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,ASSIST WORK,2020-07-03T11:28:12.459Z,ASSIST,Edm.String,Telemarketer,Edm.String,Service Desk Work,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AVFALL WORK,2019-12-11T19:06:27.250Z,AVFALL,Edm.String,Page,Edm.String,WORK,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AXESS ADM,2019-12-11T19:06:27.251Z,AXESS,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,AXESS O365,2019-12-11T19:06:27.251Z,AXESS,Edm.String,Page,Edm.String,Office 365,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAERUM ASSIST,2020-07-03T07:46:00.124Z,BAERUM,Edm.String,Telemarketer,Edm.String,Assist inkludert arbeid,Edm.String,19ba4751-2172-4be0-bf24-54c8ee2ee1c4,Edm.Guid,Tid medgått til å løse saker i Assist av typen help eller fault.,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAERUM ASSISTCH,2020-07-03T07:46:08.056Z,BAERUM,Edm.String,Telemarketer,Edm.String,Assist fakturerbare endringer,Edm.String,7cdcb7be-32fa-4231-8271-549422721c9b,Edm.String,Fakturerbare endringer bestilt over Assist. Klassifisert som Change,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAERUM ASSISTED,2020-07-03T07:46:17.243Z,BAERUM,Edm.String,Telemarketer,Edm.String,Assist fakturerbare endringer Eiendom,Edm.String,19ba4751-2172-4be0-bf24-54c8ee2ee1c4,Edm.String,"Fakturerbare endringer bestilt over Assist, bestilt av Eiendomsavdelingen som Change.",Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAERUM O365,2019-12-11T19:06:27.251Z,BAERUM,Edm.String,Page,Edm.String,O365 Utrulling,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAERUM PP,2019-12-11T19:06:27.251Z,BAERUM,Edm.String,Page,Edm.String,Prosjektportalen-bistand,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAERUM PPEIE,2020-01-13T07:16:26.474Z,BAERUM,Edm.String,Page,Edm.String,Bærum kommune Eiendom (Prosjektportalen),Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAERUM TTPP,2020-02-24T07:41:21.527Z,BAERUM,Edm.String,Page,Edm.String,"Tekniske Tjenester, Prosjektportalen",Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAERUM WORK,2019-12-11T19:06:27.251Z,BAERUM,Edm.String,Page,Edm.String,Bistand,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAMA 23TMR,2020-02-04T08:58:17.041Z,BAMA,Edm.String,Page,Edm.String,Bama to tretimers kurs med reise,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAMA 23TUR,2020-02-04T08:57:24.114Z,BAMA,Edm.String,Page,Edm.String,Bama to tretimers kurs uten reise,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAMA 3TMR,2020-02-04T08:57:47.880Z,BAMA,Edm.String,Page,Edm.String,Bama tretimers kurs med reise,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAMA 3TUR,2020-02-04T08:56:43.884Z,BAMA,Edm.String,Page,Edm.String,Bama Kurs tre timer uten reise,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAMA ADM,2020-03-18T07:40:54.223Z,BAMA,Edm.String,Page,Edm.String,Bama adm - faktureres ikke,Edm.String,e881fa18-07fa-4d42-b765-66644d717b65,Edm.String,Brukes blant annet til tiden mellom kurs hvor vi fakturerer ekstra for kursene.,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAMA TRVL,2020-02-04T08:54:46.634Z,BAMA,Edm.String,Page,Edm.String,Bama Travel,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BAMA WORK,2019-12-11T19:06:27.252Z,BAMA,Edm.String,Page,Edm.String,WORK,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BBFT WORK,2020-06-15T06:11:17.265Z,BBFT,Edm.String,Page,Edm.String,Arbeid tilknyttet Prosjektportalen,Edm.String,19ba4751-2172-4be0-bf24-54c8ee2ee1c4,Edm.String,,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BBLDK ADM,2019-12-11T19:06:27.252Z,BBLDK,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BBLDK SNO,2019-12-11T19:06:27.680Z,BBLDK,Edm.String,Page,Edm.String,Snorre,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BFK ADM,2019-12-11T19:06:27.681Z,BFK,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BFK O365,2019-12-11T19:06:27.681Z,BFK,Edm.String,Page,Edm.String,Office 365,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BFK VIKEN,2019-12-11T19:06:27.681Z,BFK,Edm.String,Page,Edm.String,VIKEN2020,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BFK WORK,2019-12-11T19:06:27.681Z,BFK,Edm.String,Page,Edm.String,Konsulentbistand,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BI ADM,2019-12-11T19:06:27.681Z,BI,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BI ASSIST,2020-07-03T07:53:17.919Z,BI,Edm.String,Telemarketer,Edm.String,Assist inkludert arbeid,Edm.String,19ba4751-2172-4be0-bf24-54c8ee2ee1c4,Edm.Guid,Tid medgått til å løse saker i Assist av typen help eller fault.,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BI ASSISTCH,2020-07-03T07:48:34.334Z,BI,Edm.String,Telemarketer,Edm.String,Assist fakturerbare endringer,Edm.String,7cdcb7be-32fa-4231-8271-549422721c9b,Edm.String,Fakturerbare endringer bestilt over Assist. Klassifisert som Change,Edm.String,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BI PORTALSUPPORT,2019-12-11T19:06:27.681Z,BI,Edm.String,Page,Edm.String,Portalsupport,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BI WORK,2019-12-11T19:06:27.682Z,BI,Edm.String,Page,Edm.String,Work,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BITASTAD WORK,2020-04-21T12:18:37.983Z,BITASTAD,Edm.String,Page,Edm.String,WORK,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BJK WORK,2019-12-11T19:06:27.682Z,BJK,Edm.String,Page,Edm.String,WORK,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BKK WORK,2019-12-11T19:06:27.682Z,BKK,Edm.String,Page,Edm.String,WORK,Edm.String,,,,,,,,,,,,
dcb89c10-67b8-48cc-8819-85de37e8af91,BM ADM,2019-12-11T19:06:27.682Z,BM,Edm.String,Page,Edm.String,Customer Admin,Edm.String,,,,,,,,,,,,
